GCOS-ECV URI`GCOS has <relationship> CCI`ESA-CCI URI`CCI has <relationship> GCOS
atmosphericUpperairWaterVapour`broadMatch`cciecv_ghg`narrowMatch
atmosphericUpperairCloudProperties`broadMatch`cciecv_cloud`narrowMatch
atmosphericUpperairEarthRadiationBudget```
atmosphericCompositionCarbonDioxide`broadMatch`cciecv_ghg`narrowMatch
atmosphericCompositionMethane`broadMatch`cciecv_ghg`narrowMatch
atmosphericCompositionOtherLonglivedGreenhouseGases`broadMatch`cciecv_ghg`narrowMatch
atmosphericCompositionOzoneAndAerosol`broadMatch`cciecv_ozone`narrowMatch
atmosphericCompositionOzoneAndAerosol`broadMatch`cciecv_aerosol`narrowMatch
oceanicSurfaceSeaSurfaceTemperature`closeMatch`cciecv_sst`closeMatch
oceanicSurfaceSeaSurfaceSalinity```
oceanicSurfaceSeaLevel`closeMatch`cciecv_seaLevel`closeMatch
oceanicSurfaceSeaState```
oceanicSurfaceSeaIce`closeMatch`cciecv_seaIce`closeMatch
oceanicSurfaceCurrent```
oceanicSurfaceOceanColour`closeMatch`cciecv_oceanCol`closeMatch
oceanicSurfaceCarbonDioxidePartialPressure```
oceanicSurfaceOceanAcidity```
oceanicSubsurfaceTemperature```
oceanicSubsurfaceSalinity```
oceanicSubsurfaceCurrent```
oceanicSubsurfaceNutrients```
oceanicSubsurfaceCarbonDioxidePartialPressure```
oceanicSubsurfaceOceanAcidity```
oceanicSubsurfaceOxygen```
oceanicSubsurfaceTracers```
terrestrialRiverDischarge```
terrestrialWaterUse```
terrestrialGroundwater```
terrestrialLakes```
terrestrialSnowCover```
terrestrialGlaciersAndIceCaps`narrowMatch`cciecv_glaciers`broadMatch
terrestrialIceSheets`closeMatch`cciecv_iceSheet`closeMatch
terrestrialPermafrost```
terrestrialAlbedo```
terrestrialLandCover`closeMatch`cciecv_landCov`closeMatch
terrestrialFractionOfAbsorbedPhotosyntheticallyActiveRadiation```
terrestrialLeafAreaIndex```
terrestrialAboveGroundBiomass```
terrestrialSoilCarbon```
terrestrialFireDisturbance`closeMatch`cciecv_fire`closeMatch
terrestrialSoilMoisture`closeMatch`cciecv_soilMst`closeMatch
