URI`Pref Label`Alt Label`Definition`See Also
sens_aatsr`AATSR``Advanced Along-Track Scanning Radiometer`http://www.wmo-sat.info/oscar/instruments/view/2
sens_aceFts`ACE-FTS``Advanced Composition Explorer Fourier Transform Spectrometer`http://www.wmo-sat.info/oscar/instruments/view/6
sens_airs`AIRS``Atmospheric Infra-Red Sounder`http://www.wmo-sat.info/oscar/instruments/view/16
sens_amisar`AMI-SAR``Active Microwave Instrument - Synthetic Aperture Antenna`http://www.wmo-sat.info/oscar/instruments/view/23
sens_amiscat`AMI-SCAT`AMI-WS`Active Microwave Instrument – Scatterometer`http://www.wmo-sat.info/oscar/instruments/view/24
sens_amsr2`AMSR2``Advanced Microwave Scanning Radiometer`http://www.wmo-sat.info/oscar/instruments/view/28
sens_amsre`AMSRE``Advanced Microwave Scanning Radiometer for Earth Observation from Space`http://www.wmo-sat.info/oscar/instruments/view/29
sens_amsua`AMSU-A``Advanced microwave sounding unit – A`http://www.wmo-sat.info/oscar/instruments/view/30
sens_amsub`AMSU-B``Advanced microwave sounding unit – B`http://www.wmo-sat.info/oscar/instruments/view/33
sens_asar`ASAR``Advanced Synthetic Aperture Radar`http://www.wmo-sat.info/oscar/instruments/view/44
sens_ascat`ASCAT``Advanced SCATterometer`http://www.wmo-sat.info/oscar/instruments/view/47
sens_aster`ASTER``Advanced Spaceborne Thermal Emission and Reflection Radiometer`http://www.wmo-sat.info/oscar/instruments/view/50
sens_atsr`ATSR``Along Track Scanning Radiometer`http://www.wmo-sat.info/oscar/instruments/view/55
sens_atsr2`ATSR-2``Along Track Scanning Radiometer – 2`http://www.wmo-sat.info/oscar/instruments/view/56
sens_avhrr`AVHRR``Advanced Very High Resolution Radiometer`http://www.wmo-sat.info/oscar/instruments/view/60
sens_avhrr2`AVHRR-2``Advanced Very High Resolution Radiometer / 2`http://www.wmo-sat.info/oscar/instruments/view/61
sens_avhrr3`AVHRR-3``Advanced Very High Resolution Radiometer / 3`http://www.wmo-sat.info/oscar/instruments/view/62
sens_etmplus`ETM+``Enhanced Thematic Mapper Plus`http://www.wmo-sat.info/oscar/instruments/view/136
sens_gfora`GFO-RA``Geosat Follow-On`http://www.wmo-sat.info/oscar/instruments/view/154
sens_glas`GLAS``Geoscience Laser Altimeter System`http://www.wmo-sat.info/oscar/instruments/view/155
sens_goesImager811`GOES-Imager-8-11``GOES IMAGER (8-11)`http://www.wmo-sat.info/oscar/instruments/view/217
sens_goesImager1215`GOES-Imager-12-15``GOES IMAGER (12-15)`http://www.wmo-sat.info/oscar/instruments/view/879
sens_gome`GOME``Global Monitoring of Atmospheric Ozone`http://www.wmo-sat.info/oscar/instruments/view/166
sens_gome2`GOME-2``Global Monitoring of Atmospheric Ozone 2`http://www.wmo-sat.info/oscar/instruments/view/167
sens_gomos`GOMOS``Global Ozone Monitoring by Occultation of Stars`http://www.wmo-sat.info/oscar/instruments/view/168
sens_hrs`HRS``High-Resolution Stereoscope`http://www.wmo-sat.info/oscar/instruments/view/193
sens_iasi`IASI``Infra-Red Atmospheric Sounding Interferometer`http://www.wmo-sat.info/oscar/instruments/view/207
sens_jami`JAMI``Japanese Advanced Meteorological Imager`http://www.wmo-sat.info/oscar/instruments/view/236
