URI`Pref Label / Title`Alt Label`Creator (comma separated list)`Comment (Abstract)`Description (Introduction)`Version`Publisher
ecv`ECV`essential climate variable`Science and Technology Facilities Council`This collection represents the ECVs used by the WMO Global Climate Observing System (GCOS)`The WMO Global Climate Observing System (GCOS) essential climate variables (ECVs). Compiled at the Science and Technology Facilities Council (STFC) for the CLIPC Climate Information Portal, November 2015.`0.0.1`STFC
domain`Domain``Science and Technology Facilities Council`This collection represents the domains used by the WMO Global Climate Observing System (GCOS)`The WMO Global Climate Observing System (GCOS) domains. Compiled at the Science and Technology Facilities Council (STFC) for the CLIPC Climate Information Portal, November 2015.`0.0.1`STFC
