Title`Rights`Publisher`Label`Creator (comma separated list)`Contributor (comma separated list)`Abstract / Definition`Description`Version`See also (comma seperated list of URIs)`Acknowledgements
The climate4impact Ontology`This work is licensed under a BSD license.`STFC`climate4impact Ontology`Ruth Petrie, Antony Wilson``This ontology represents the concept schemes used by the Infrastructure for the European Network for Earth System Modelling (IS-ENES) project.`Climate impact themes as used by the Infrastructure for the European Network for Earth System Modelling (IS-ENES) project.`0.0.1`http://climate4impact.eu`Infrastructure for the European Network for Earth System Modelling (IS-ENES) project
