URI`Pref Label / Title`Alt Label`Creator (comma separated list)`Comment (Abstract)`Description (Introduction)`Version`Publisher
Realms`Realm``Science and Technology Facilities Council`A collection of the Coupled Model Intercomparison Project (CMIP) 5 modelling realms.`The Coupled Model Intercomparison Project (CMIP) 5 modelling realms, is a data reference syntax element.  It uniquely identifies the high level modeling component which is particularly relevant. Compiled at the Science and Technology Facilities Council (STFC) for the CLIPC Climate Information Portal, November 2015.`0.0.1`STFC
