URI`Pref Label`Alt Label`Definition`See also (comma separated list of URIs)`Unnamed: 5`Creator (comma separated list)`Contributor (comma separated list)`Abstract`Description`Version`Acknowledgements`Rights`Publisher
Discipline`Discipline``A controlled vocabulary of the Gridded Binary (GRIB) disciplines was complied at the Science and Technology Facilities Council (STFC) for use in the CLIPC Climate Information Portal, December 2015.```Ruth Petrie, Antony Wilson``A concept scheme of the Gridded Binary (GRIB) disciplines.`The WMO Gridded Binary (GRIB) data format high-level categories (GRIB tables) of variable encoding  are provided here as a controlled vocabulary.`0.0.1``This work is licensed under a BSD license.`STFC
