URI`Pref Label`Alt Label`Definition`See Also
ipccGlos`IPCC Glossary`Intergovernmental Panel on Climate Change`The IPCC Data Distribution Centre glossary was compiled from glossary entries from the following IPCC Fifth Assessment Reports: Climate Change 2013 The physical science basis (WG I), Climate Change 2014 Impacts, Adaptation and Vulnerability (WG II) and Climate Change 2014 Mitigation of Climate Change (WG III). Useful acronyms have also been included.`http://www.ipcc-data.org/guidelines/pages/glossary/index.html
