Title`Rights`Publisher`Label`Creator (comma separated list)`Contributor (comma separated list)`Abstract / Definition`Description`Version`See also (comma seperated list of URIs)`Acknowledgements
The GRIB Ontology`This work is licensed under a BSD license.`STFC`GRIB Ontology`Ruth Petrie, Antony Wilson``This ontology represents the concept schemes used by the World Meteorological Organisation (WMO) Gridded Binary (GRIB) representation of meteorological and climate data.`Only the high-level Gridded Binary (GRIB) categories are included here.`0.0.1`https://www.wmo.int/pages/prog/www/WMOCodes/Guides/GRIB/GRIB2_062006.pdf`
