URI`Pref Label`Alt Label`Definition`See also (comma separated list of URIs)`Unnamed: 5`Creator (comma separated list)`Contributor (comma separated list)`Abstract`Description`Version`Acknowledgements`Rights`Publisher
Theme`Theme``The impact themes used in the Infrastructure for the European Network for Earth System Modelling (IS-ENES): Exploring Climate model data portal. Compiled at the Science and Technology Facilities Council (STFC) for the CLIPC Climate Information Portal, November 2015.`http://climate4impact.eu``Ruth Petrie, Antony Wilson``This concept scheme represents the climate4impact DRS``0.0.1`Infrastructure for the European Network for Earth System Modelling (IS-ENES) project`This work is licensed under a BSD license.`STFC
