URI`Pref Label`Alt Label`Definition`See Also
cciecv_aerosol`aerosol`AEROSOL`Aerosol properties climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_cloud`cloud`CLOUD`Cloud properties climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_fire`fire`FIRE`Fire disturbance (burned area) climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_ghg`greenhouse gases`GHG`Greenhouse gasses (carbon dioxide and methane) climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_glaciers`glaciers`GLACIERS`Glacier inventory climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_landCov`land cover`LC`Land cover climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_oceanCol`ocean colour`OC`Ocean colour climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_ozone`ozone`OZONE`Ozone climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_seaLevel`sea level`SEALEVEL`Sea level climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_sst`sea surface temperature`SST`Sea surface temperature climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_soilMst`soil moisture`SOILMOISTURE`Soil moisture climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_iceSheet`ice sheets`ICESHEETS`Ice sheets climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_seaIce`sea ice`SEAICE`Sea ice climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_biomass`above-ground biomass`BIOMASS`Above-ground biomass climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_permafrost`permafrost`PERMAFROST`Permafrost climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_salinity`sea surface salinity`SEASURFACESALINITY`Sea Surface Salinity climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_seaState`sea state`SEASTATE`Sea state climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_snow`snow`SNOW`Snow climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_waterVapour`water vapour`WATERVAPOUR`Water vapour climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_landSurfTemp`land surface temperature`LST`Land Surface Temperature climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_lakes`lakes`LAKES`Lakes climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_vegParam`vegetation parameters`VEGETATION`Vegetation Parameters climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_riverDischarge`river discharge`RD`River discharge climate data record produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_prec`precursors for aerosols and ozone`PREC`Precursors for aerosols and ozone climate data records produced from satellite data as part of the European Space Agency (ESA) Climate Change Initiative (CCI)`
cciecv_other`other`OTHER`Includes all other data that do not correspond to one of the listed ECV's`
