URI`Pref Label / Title`Alt Label`Creator (comma separated list)`Comment (Abstract)`Description (Introduction)`Version`Publisher
Discipline`Discipline``Science and Technology Facilities Council`This collection represents the disciplines used by the WMO Gridded Binary (GRIB).`The WMO Gridded Binary (GRIB) data format high-level categories (GRIB tables) of variable encoding. Complied at the Science and Technology Facilities Council (STFC) for use in the CLIPC Climate Information Portal, December 2015.`0.0.1`STFC
