URI`Pref Label`Alt Label`Definition`See also (comma separated list of URIs)`Unnamed: 5`Creator (comma separated list)`Contributor (comma separated list)`Abstract`Description`Version`Acknowledgements`Rights`Publisher
ecv`ECV`essential climate variable`Controlled vocabulary for the GCOS Essential Climate Variables. Compiled at the Science and Technology Facilities Council (STFC) for the CLIPC Climate Information Portal, November 2015.```Ruth Petrie, Antony Wilson``This concept scheme represents the ECVs used by the WMO Global Climate Observing System (GCOS)`The WMO Global Climate Observing System (GCOS) essential climate variables (ECVs) are listed as a controlled vocabulary.`0.0.1``This work is licensed under a BSD license.`STFC
domain`Domain``Controlled vocabulary for the GCOS Domains. Compiled at the Science and Technology Facilities Council (STFC) for the CLIPC Climate Information Portal, November 2015.```Ruth Petrie, Antony Wilson``This concept scheme represents the domains used by the WMO Global Climate Observing System (GCOS)`The WMO Global Climate Observing System (GCOS) domains are listed as a controlled vocabulary.`0.0.1``This work is licensed under a BSD license.`STFC
