URI`Pref Label`Alt Label`Definition`See also (comma separated list of URIs)`Unnamed: 5`Creator (comma separated list)`Contributor (comma separated list)`Abstract`Description`Version`Acknowledgements`Rights`Publisher
Realms`Realm``CMIP5 modelling realms```Ruth Petrie, Antony Wilson``A controlled vocabulary of the Coupled Model Intercomparison Project (CMIP) 5 modelling realms. Compiled at the Science and Technology Facilities Council (STFC) for the CLIPC Climate Information Portal, November 2015.`The Coupled Model Intercomparison Project (CMIP) 5 modelling realms, is a data reference syntax element.  It uniquely identifies the high level modeling component which is particularly relevant.`0.0.1``This work is licensed under a BSD license.`STFC
